2025-11-13T20:25:17.700 Device 24 | Lap 222 | Lap Time 0:31.080 | CumulativeField 116s | Avg Lap 1:56.744
2025-11-13T20:25:32.362 Device 23 | Lap 223 | Lap Time 0:35.610 | CumulativeField 44s | Avg Lap 1:37.665
2025-11-13T20:25:32.811 Device 26 | Lap 224 | Lap Time 0:33.149 | CumulativeField 88s | Avg Lap 1:13.952
2025-11-13T20:25:35.237 Device 27 | Lap 225 | Lap Time 0:34.200 | CumulativeField 77s | Avg Lap 1:18.911
2025-11-13T20:25:41.680 Device 38 | Lap 226 | Lap Time 0:37.051 | CumulativeField 211s | Avg Lap 0:35.425
2025-11-13T20:25:44.376 Device 79 | Lap 227 | Lap Time 0:33.179 | CumulativeField 226s | Avg Lap 1:40.576
2025-11-13T20:25:48.184 Device 24 | Lap 228 | Lap Time 0:30.509 | CumulativeField 93s | Avg Lap 1:51.354
2025-11-13T20:25:55.560 Device 22 | Lap 229 | Lap Time 1:04.560 | CumulativeField 63s | Avg Lap 3:29.153
2025-11-13T20:26:17.485 Device 38 | Lap 230 | Lap Time 0:35.818 | CumulativeField 207s | Avg Lap 0:35.455
2025-11-13T20:26:19.405 Device 26 | Lap 231 | Lap Time 0:46.620 | CumulativeField 142s | Avg Lap 1:13.149
2025-11-13T20:26:20.335 Device 23 | Lap 232 | Lap Time 0:48.000 | CumulativeField 232s | Avg Lap 1:33.150
2025-11-13T20:26:22.255 Device 79 | Lap 233 | Lap Time 0:37.890 | CumulativeField 171s | Avg Lap 1:37.851
2025-11-13T20:26:24.805 Device 24 | Lap 234 | Lap Time 0:36.630 | CumulativeField 170s | Avg Lap 1:46.959
2025-11-13T20:26:27.564 Device 27 | Lap 235 | Lap Time 0:52.350 | CumulativeField 189s | Avg Lap 1:17.928
2025-11-13T20:26:40.644 Device 22 | Lap 236 | Lap Time 0:45.090 | CumulativeField 217s | Avg Lap 3:18.215
2025-11-13T20:26:52.614 Device 26 | Lap 237 | Lap Time 0:33.210 | CumulativeField 132s | Avg Lap 1:12.007
2025-11-13T20:26:57.264 Device 79 | Lap 238 | Lap Time 0:35.010 | CumulativeField 84s | Avg Lap 1:35.232
2025-11-13T20:26:58.074 Device 23 | Lap 239 | Lap Time 0:37.740 | CumulativeField 166s | Avg Lap 1:28.532
2025-11-13T20:27:00.864 Device 27 | Lap 240 | Lap Time 0:33.300 | CumulativeField 184s | Avg Lap 1:16.334
2025-11-13T20:27:31.375 Device 79 | Lap 241 | Lap Time 0:34.110 | CumulativeField 165s | Avg Lap 1:32.787
2025-11-13T20:27:47.335 Device 27 | Lap 242 | Lap Time 0:46.470 | CumulativeField 222s | Avg Lap 1:15.304
2025-11-13T20:27:48.324 Device 22 | Lap 243 | Lap Time 1:07.680 | CumulativeField 66s | Avg Lap 3:10.057
2025-11-13T20:28:30.715 Device 22 | Lap 244 | Lap Time 0:42.390 | CumulativeField 203s | Avg Lap 3:01.370
2025-11-13T20:28:41.995 Device 32 | Lap 245 | Lap Time — | CumulativeField 51s | Avg Lap —
2025-11-13T20:29:08.935 Device 22 | Lap 246 | Lap Time 0:38.220 | CumulativeField 181s | Avg Lap 2:53.417
2025-11-13T20:29:17.336 Device 32 | Lap 247 | Lap Time 0:35.340 | CumulativeField 254s | Avg Lap 0:35.340
2025-11-13T20:29:47.156 Device 22 | Lap 248 | Lap Time 0:38.220 | CumulativeField 160s | Avg Lap 2:46.302
2025-11-13T20:29:51.957 Device 32 | Lap 249 | Lap Time 0:34.621 | CumulativeField 127s | Avg Lap 0:34.980
2025-11-13T20:30:27.267 Device 32 | Lap 250 | Lap Time 0:35.309 | CumulativeField 71s | Avg Lap 0:35.090
2025-11-13T20:30:51.056 Device 36 | Lap 251 | Lap Time 10:44.046 | CumulativeField 142s | Avg Lap 1:38.715
2025-11-13T20:31:01.886 Device 32 | Lap 252 | Lap Time 0:34.619 | CumulativeField 202s | Avg Lap 0:34.972
2025-11-13T20:31:27.987 Device 36 | Lap 253 | Lap Time 0:36.930 | CumulativeField 250s | Avg Lap 1:33.098
2025-11-13T20:31:33.747 Device 23 | Lap 254 | Lap Time 4:35.673 | CumulativeField 57s | Avg Lap 1:42.928
2025-11-13T20:31:37.407 Device 32 | Lap 255 | Lap Time 0:35.520 | CumulativeField 165s | Avg Lap 0:35.081
2025-11-13T20:31:41.757 Device 26 | Lap 256 | Lap Time 4:49.143 | CumulativeField 90s | Avg Lap 1:18.039
2025-11-13T20:32:04.617 Device 36 | Lap 257 | Lap Time 0:36.630 | CumulativeField 69s | Avg Lap 1:28.393
2025-11-13T20:32:11.967 Device 32 | Lap 258 | Lap Time 0:34.560 | CumulativeField 36s | Avg Lap 0:34.994
2025-11-13T20:32:17.967 Device 26 | Lap 259 | Lap Time 0:36.210 | CumulativeField 122s | Avg Lap 1:16.908
2025-11-13T20:32:45.117 Device 36 | Lap 260 | Lap Time 0:40.500 | CumulativeField 15s | Avg Lap 1:24.708
2025-11-13T20:32:53.578 Device 32 | Lap 261 | Lap Time 0:41.610 | CumulativeField 96s | Avg Lap 0:35.939
2025-11-13T20:32:55.707 Device 26 | Lap 262 | Lap Time 0:37.740 | CumulativeField 54s | Avg Lap 1:15.878
2025-11-13T20:33:17.008 Device 22 | Lap 263 | Lap Time 3:29.852 | CumulativeField 132s | Avg Lap 2:48.479
2025-11-13T20:33:21.388 Device 36 | Lap 264 | Lap Time 0:36.270 | CumulativeField 59s | Avg Lap 1:21.249
2025-11-13T20:33:30.598 Device 32 | Lap 265 | Lap Time 0:37.020 | CumulativeField 210s | Avg Lap 0:36.074
2025-11-13T20:33:32.608 Device 26 | Lap 266 | Lap Time 0:36.900 | CumulativeField 156s | Avg Lap 1:14.878
2025-11-13T20:33:56.998 Device 36 | Lap 267 | Lap Time 0:35.610 | CumulativeField 26s | Avg Lap 1:18.206
2025-11-13T20:34:02.908 Device 22 | Lap 268 | Lap Time 0:45.900 | CumulativeField 111s | Avg Lap 2:42.642
2025-11-13T20:34:06.508 Device 32 | Lap 269 | Lap Time 0:35.910 | CumulativeField 213s | Avg Lap 0:36.056
2025-11-13T20:34:09.688 Device 79 | Lap 270 | Lap Time 6:38.314 | CumulativeField 20s | Avg Lap 1:44.538
2025-11-13T20:34:31.769 Device 36 | Lap 271 | Lap Time 0:34.771 | CumulativeField 177s | Avg Lap 1:15.491
2025-11-13T20:34:41.998 Device 32 | Lap 272 | Lap Time 0:35.490 | CumulativeField 175s | Avg Lap 0:35.999
2025-11-13T20:34:42.780 Device 79 | Lap 273 | Lap Time 0:33.092 | CumulativeField 253s | Avg Lap 1:41.892
2025-11-13T20:34:52.978 Device 22 | Lap 274 | Lap Time 0:50.070 | CumulativeField 247s | Avg Lap 2:37.525
2025-11-13T20:35:07.798 Device 36 | Lap 275 | Lap Time 0:36.029 | CumulativeField 194s | Avg Lap 1:13.170
2025-11-13T20:35:16.499 Device 79 | Lap 276 | Lap Time 0:33.718 | CumulativeField 38s | Avg Lap 1:39.457
2025-11-13T20:35:20.249 Device 32 | Lap 277 | Lap Time 0:38.250 | CumulativeField 156s | Avg Lap 0:36.204
2025-11-13T20:35:30.389 Device 22 | Lap 278 | Lap Time 0:37.410 | CumulativeField 145s | Avg Lap 2:32.303
2025-11-13T20:35:42.059 Device 36 | Lap 279 | Lap Time 0:34.260 | CumulativeField 31s | Avg Lap 1:11.008
2025-11-13T20:36:09.449 Device 22 | Lap 280 | Lap Time 0:39.060 | CumulativeField 209s | Avg Lap 2:27.584
2025-11-13T20:36:16.769 Device 36 | Lap 281 | Lap Time 0:34.710 | CumulativeField 172s | Avg Lap 1:09.098
2025-11-13T20:36:49.650 Device 22 | Lap 282 | Lap Time 0:40.200 | CumulativeField 125s | Avg Lap 2:23.289
2025-11-13T20:37:07.140 Device 36 | Lap 283 | Lap Time 0:50.370 | CumulativeField 84s | Avg Lap 1:08.161
2025-11-13T20:37:26.850 Device 22 | Lap 284 | Lap Time 0:37.200 | CumulativeField 3s | Avg Lap 2:19.209
2025-11-13T20:38:24.181 Device 36 | Lap 285 | Lap Time 1:17.041 | CumulativeField 100s | Avg Lap 1:08.584
2025-11-13T20:38:57.721 Device 36 | Lap 286 | Lap Time 0:33.539 | CumulativeField 121s | Avg Lap 1:06.991
2025-11-13T20:39:19.291 Device 26 | Lap 287 | Lap Time 5:46.683 | CumulativeField 228s | Avg Lap 1:21.673
2025-11-13T20:39:34.531 Device 36 | Lap 288 | Lap Time 0:36.810 | CumulativeField 214s | Avg Lap 1:05.679
2025-11-13T20:39:52.171 Device 26 | Lap 289 | Lap Time 0:32.880 | CumulativeField 182s | Avg Lap 1:20.483
2025-11-13T20:40:02.433 Device 18 | Lap 290 | Lap Time — | CumulativeField 182s | Avg Lap 0:34.732
2025-11-13T20:40:10.051 Device 36 | Lap 291 | Lap Time 0:35.520 | CumulativeField 177s | Avg Lap 1:04.422
2025-11-13T20:40:30.421 Device 85 | Lap 292 | Lap Time — | CumulativeField 168s | Avg Lap —
2025-11-13T20:40:36.331 Device 18 | Lap 293 | Lap Time 0:33.898 | CumulativeField 245s | Avg Lap 0:34.639
2025-11-13T20:40:37.682 Device 26 | Lap 294 | Lap Time 0:45.510 | CumulativeField 125s | Avg Lap 1:19.651
2025-11-13T20:40:45.931 Device 36 | Lap 295 | Lap Time 0:35.880 | CumulativeField 181s | Avg Lap 1:03.281
2025-11-13T20:41:00.211 Device 23 | Lap 296 | Lap Time 9:26.465 | CumulativeField 72s | Avg Lap 2:16.038
2025-11-13T20:41:01.201 Device 85 | Lap 297 | Lap Time 0:30.780 | CumulativeField 170s | Avg Lap 0:30.780
2025-11-13T20:41:02.221 Device 7 | Lap 298 | Lap Time 19:10.391 | CumulativeField 16s | Avg Lap 2:09.324
2025-11-13T20:41:08.941 Device 18 | Lap 299 | Lap Time 0:32.610 | CumulativeField 175s | Avg Lap 0:34.436
2025-11-13T20:41:10.172 Device 26 | Lap 300 | Lap Time 0:32.489 | CumulativeField 42s | Avg Lap 1:18.554
2025-11-13T20:41:20.011 Device 38 | Lap 301 | Lap Time 15:02.529 | CumulativeField 2s | Avg Lap 1:37.389
2025-11-13T20:41:25.621 Device 36 | Lap 302 | Lap Time 0:39.690 | CumulativeField 48s | Avg Lap 1:02.373
2025-11-13T20:41:31.651 Device 85 | Lap 303 | Lap Time 0:30.450 | CumulativeField 136s | Avg Lap 0:30.615
2025-11-13T20:41:32.011 Device 7 | Lap 304 | Lap Time 0:29.789 | CumulativeField 177s | Avg Lap 2:06.006
2025-11-13T20:41:36.451 Device 23 | Lap 305 | Lap Time 0:36.240 | CumulativeField 106s | Avg Lap 2:09.384
2025-11-13T20:41:41.221 Device 18 | Lap 306 | Lap Time 0:32.280 | CumulativeField 71s | Avg Lap 0:34.240
2025-11-13T20:41:57.002 Device 38 | Lap 307 | Lap Time 0:36.990 | CumulativeField 113s | Avg Lap 1:33.362
2025-11-13T20:41:59.792 Device 36 | Lap 308 | Lap Time 0:34.170 | CumulativeField 136s | Avg Lap 1:01.329
2025-11-13T20:42:00.394 Device 26 | Lap 309 | Lap Time 0:50.222 | CumulativeField 195s | Avg Lap 1:17.910
2025-11-13T20:42:01.172 Device 85 | Lap 310 | Lap Time 0:29.520 | CumulativeField 18s | Avg Lap 0:30.250
2025-11-13T20:42:01.682 Device 7 | Lap 311 | Lap Time 0:29.670 | CumulativeField 67s | Avg Lap 2:02.899
2025-11-13T20:42:10.267 Device 23 | Lap 312 | Lap Time 0:33.810 | CumulativeField 155s | Avg Lap 2:03.411
2025-11-13T20:42:14.444 Device 18 | Lap 313 | Lap Time 0:33.210 | CumulativeField 60s | Avg Lap 0:34.154
2025-11-13T20:42:32.700 Device 85 | Lap 314 | Lap Time 0:31.500 | CumulativeField 92s | Avg Lap 0:30.562
2025-11-13T20:42:33.120 Device 7 | Lap 315 | Lap Time 0:31.410 | CumulativeField 134s | Avg Lap 2:00.040
2025-11-13T20:42:36.481 Device 38 | Lap 316 | Lap Time 0:39.450 | CumulativeField 214s | Avg Lap 1:29.992
2025-11-13T20:42:37.622 Device 36 | Lap 317 | Lap Time 0:37.800 | CumulativeField 71s | Avg Lap 1:00.488
2025-11-13T20:42:46.564 Device 23 | Lap 318 | Lap Time 0:36.270 | CumulativeField 197s | Avg Lap 1:58.285
2025-11-13T20:42:48.005 Device 18 | Lap 319 | Lap Time 0:33.541 | CumulativeField 84s | Avg Lap 0:34.107
2025-11-13T20:43:02.017 Device 85 | Lap 320 | Lap Time 0:29.310 | CumulativeField 203s | Avg Lap 0:30.312
2025-11-13T20:43:02.436 Device 7 | Lap 321 | Lap Time 0:29.310 | CumulativeField 246s | Avg Lap 1:57.290
2025-11-13T20:43:13.777 Device 36 | Lap 322 | Lap Time 0:36.150 | CumulativeField 100s | Avg Lap 0:59.649
2025-11-13T20:43:14.317 Device 38 | Lap 323 | Lap Time 0:37.830 | CumulativeField 152s | Avg Lap 1:26.924
2025-11-13T20:43:20.047 Device 18 | Lap 324 | Lap Time 0:32.039 | CumulativeField 212s | Avg Lap 0:33.959
2025-11-13T20:43:31.718 Device 7 | Lap 325 | Lap Time 0:29.280 | CumulativeField 99s | Avg Lap 1:54.702
2025-11-13T20:43:33.218 Device 85 | Lap 326 | Lap Time 0:31.200 | CumulativeField 247s | Avg Lap 0:30.460
2025-11-13T20:43:49.118 Device 38 | Lap 327 | Lap Time 0:34.800 | CumulativeField 46s | Avg Lap 1:24.028
2025-11-13T20:43:51.400 Device 36 | Lap 328 | Lap Time 0:37.621 | CumulativeField 14s | Avg Lap 0:58.915
2025-11-13T20:43:52.298 Device 18 | Lap 329 | Lap Time 0:32.250 | CumulativeField 107s | Avg Lap 0:33.845
2025-11-13T20:43:59.558 Device 7 | Lap 330 | Lap Time 0:27.839 | CumulativeField 64s | Avg Lap 1:52.220
2025-11-13T20:44:02.978 Device 85 | Lap 331 | Lap Time 0:29.760 | CumulativeField 150s | Avg Lap 0:30.360
2025-11-13T20:44:15.938 Device 23 | Lap 332 | Lap Time 1:29.370 | CumulativeField 165s | Avg Lap 1:56.679
2025-11-13T20:44:24.698 Device 18 | Lap 333 | Lap Time 0:32.400 | CumulativeField 16s | Avg Lap 0:33.755
2025-11-13T20:44:25.628 Device 36 | Lap 334 | Lap Time 0:34.228 | CumulativeField 108s | Avg Lap 0:58.118
2025-11-13T20:44:26.589 Device 38 | Lap 335 | Lap Time 0:37.470 | CumulativeField 202s | Avg Lap 1:21.578
2025-11-13T20:44:27.218 Device 7 | Lap 336 | Lap Time 0:27.660 | CumulativeField 11s | Avg Lap 1:49.871
2025-11-13T20:44:32.109 Device 85 | Lap 337 | Lap Time 0:29.130 | CumulativeField 240s | Avg Lap 0:30.206
2025-11-13T20:44:56.259 Device 7 | Lap 338 | Lap Time 0:29.040 | CumulativeField 90s | Avg Lap 1:47.686
2025-11-13T20:44:56.769 Device 18 | Lap 339 | Lap Time 0:32.070 | CumulativeField 147s | Avg Lap 0:33.656
2025-11-13T20:45:01.299 Device 38 | Lap 340 | Lap Time 0:34.710 | CumulativeField 84s | Avg Lap 1:19.234
2025-11-13T20:45:02.409 Device 85 | Lap 341 | Lap Time 0:30.300 | CumulativeField 200s | Avg Lap 0:30.216
2025-11-13T20:45:04.749 Device 36 | Lap 342 | Lap Time 0:39.120 | CumulativeField 177s | Avg Lap 0:57.525
2025-11-13T20:45:24.159 Device 7 | Lap 343 | Lap Time 0:27.900 | CumulativeField 68s | Avg Lap 1:45.587
2025-11-13T20:45:28.781 Device 18 | Lap 344 | Lap Time 0:32.011 | CumulativeField 19s | Avg Lap 0:33.564
2025-11-13T20:45:36.549 Device 38 | Lap 345 | Lap Time 0:35.250 | CumulativeField 27s | Avg Lap 1:17.140
2025-11-13T20:45:41.050 Device 36 | Lap 346 | Lap Time 0:36.300 | CumulativeField 219s | Avg Lap 0:56.881
2025-11-13T20:46:02.681 Device 18 | Lap 347 | Lap Time 0:33.899 | CumulativeField 74s | Avg Lap 0:33.582
2025-11-13T20:46:12.940 Device 38 | Lap 348 | Lap Time 0:36.390 | CumulativeField 77s | Avg Lap 1:15.288
2025-11-13T20:46:15.850 Device 36 | Lap 349 | Lap Time 0:34.800 | CumulativeField 113s | Avg Lap 0:56.232
2025-11-13T20:46:46.571 Device 38 | Lap 350 | Lap Time 0:33.629 | CumulativeField 108s | Avg Lap 1:13.476
2025-11-13T20:47:22.241 Device 38 | Lap 351 | Lap Time 0:35.670 | CumulativeField 87s | Avg Lap 1:11.901
2025-11-13T20:47:57.102 Device 38 | Lap 352 | Lap Time 0:34.860 | CumulativeField 242s | Avg Lap 1:10.419
2025-11-13T20:49:11.623 Device 79 | Lap 353 | Lap Time 13:55.087 | CumulativeField 7s | Avg Lap 2:04.824
2025-11-13T20:49:17.054 Device 38 | Lap 354 | Lap Time 1:19.951 | CumulativeField 36s | Avg Lap 1:10.786
2025-11-13T20:49:49.244 Device 79 | Lap 355 | Lap Time 0:37.620 | CumulativeField 180s | Avg Lap 2:01.917
2025-11-13T20:49:51.974 Device 38 | Lap 356 | Lap Time 0:34.919 | CumulativeField 198s | Avg Lap 1:09.458
2025-11-13T20:49:59.264 Device 26 | Lap 357 | Lap Time 7:58.832 | CumulativeField 159s | Avg Lap 1:26.819
2025-11-13T20:50:08.834 Device 45 | Lap 358 | Lap Time — | CumulativeField 91s | Avg Lap 1:15.875
2025-11-13T20:50:22.994 Device 79 | Lap 359 | Lap Time 0:33.750 | CumulativeField 225s | Avg Lap 1:59.073
2025-11-13T20:50:26.894 Device 38 | Lap 360 | Lap Time 0:34.920 | CumulativeField 102s | Avg Lap 1:08.224
2025-11-13T20:50:32.715 Device 26 | Lap 361 | Lap Time 0:33.450 | CumulativeField 171s | Avg Lap 1:25.659
2025-11-13T20:50:50.265 Device 36 | Lap 362 | Lap Time 4:34.412 | CumulativeField 133s | Avg Lap 1:02.466
2025-11-13T20:50:53.025 Device 45 | Lap 363 | Lap Time 0:44.190 | CumulativeField 154s | Avg Lap 1:14.115
2025-11-13T20:50:54.915 Device 79 | Lap 364 | Lap Time 0:31.920 | CumulativeField 87s | Avg Lap 1:56.350
2025-11-13T20:51:01.515 Device 38 | Lap 365 | Lap Time 0:34.620 | CumulativeField 233s | Avg Lap 1:07.065
2025-11-13T20:51:05.475 Device 26 | Lap 366 | Lap Time 0:32.760 | CumulativeField 117s | Avg Lap 1:24.533
2025-11-13T20:51:20.655 Device 22 | Lap 367 | Lap Time 13:53.767 | CumulativeField 97s | Avg Lap 2:44.933
2025-11-13T20:51:26.236 Device 36 | Lap 368 | Lap Time 0:35.970 | CumulativeField 143s | Avg Lap 1:01.730
2025-11-13T20:51:32.177 Device 79 | Lap 369 | Lap Time 0:37.262 | CumulativeField 224s | Avg Lap 1:53.953
2025-11-13T20:51:36.647 Device 45 | Lap 370 | Lap Time 0:43.622 | CumulativeField 158s | Avg Lap 1:12.510
2025-11-13T20:51:37.066 Device 38 | Lap 371 | Lap Time 0:35.551 | CumulativeField 200s | Avg Lap 1:06.015
2025-11-13T20:51:38.266 Device 26 | Lap 372 | Lap Time 0:32.790 | CumulativeField 65s | Avg Lap 1:23.455
2025-11-13T20:52:00.886 Device 36 | Lap 373 | Lap Time 0:34.650 | CumulativeField 21s | Avg Lap 1:00.998
2025-11-13T20:52:02.806 Device 79 | Lap 374 | Lap Time 0:30.628 | CumulativeField 212s | Avg Lap 1:51.502
2025-11-13T20:52:11.236 Device 26 | Lap 375 | Lap Time 0:32.970 | CumulativeField 29s | Avg Lap 1:22.425
2025-11-13T20:52:12.167 Device 38 | Lap 376 | Lap Time 0:35.100 | CumulativeField 123s | Avg Lap 1:05.017
2025-11-13T20:52:26.087 Device 45 | Lap 377 | Lap Time 0:49.439 | CumulativeField 233s | Avg Lap 1:11.356
2025-11-13T20:52:30.827 Device 22 | Lap 378 | Lap Time 1:10.170 | CumulativeField 195s | Avg Lap 2:41.548
2025-11-13T20:52:35.357 Device 79 | Lap 379 | Lap Time 0:32.550 | CumulativeField 133s | Avg Lap 1:49.246
2025-11-13T20:52:37.787 Device 36 | Lap 380 | Lap Time 0:36.900 | CumulativeField 122s | Avg Lap 1:00.364
2025-11-13T20:52:43.697 Device 26 | Lap 381 | Lap Time 0:32.460 | CumulativeField 201s | Avg Lap 1:21.426
2025-11-13T20:52:45.917 Device 38 | Lap 382 | Lap Time 0:33.749 | CumulativeField 165s | Avg Lap 1:04.040
2025-11-13T20:53:07.098 Device 45 | Lap 383 | Lap Time 0:41.010 | CumulativeField 235s | Avg Lap 1:09.911
2025-11-13T20:53:12.827 Device 18 | Lap 384 | Lap Time 7:10.143 | CumulativeField 39s | Avg Lap 0:53.410
2025-11-13T20:53:13.668 Device 79 | Lap 385 | Lap Time 0:38.310 | CumulativeField 122s | Avg Lap 1:47.276
2025-11-13T20:53:15.798 Device 36 | Lap 386 | Lap Time 0:38.009 | CumulativeField 80s | Avg Lap 0:59.790
2025-11-13T20:53:16.667 Device 26 | Lap 387 | Lap Time 0:32.970 | CumulativeField 167s | Avg Lap 1:20.476
2025-11-13T20:53:18.859 Device 38 | Lap 388 | Lap Time 0:32.941 | CumulativeField 130s | Avg Lap 1:03.098
2025-11-13T20:53:25.068 Device 22 | Lap 389 | Lap Time 0:54.240 | CumulativeField 238s | Avg Lap 2:37.848
2025-11-13T20:53:46.908 Device 45 | Lap 390 | Lap Time 0:39.810 | CumulativeField 116s | Avg Lap 1:08.543
2025-11-13T20:53:50.328 Device 26 | Lap 391 | Lap Time 0:33.660 | CumulativeField 200s | Avg Lap 1:19.575
2025-11-13T20:53:51.648 Device 38 | Lap 392 | Lap Time 0:32.789 | CumulativeField 78s | Avg Lap 1:02.206
2025-11-13T20:53:55.188 Device 36 | Lap 393 | Lap Time 0:39.390 | CumulativeField 174s | Avg Lap 0:59.280
2025-11-13T20:54:03.048 Device 22 | Lap 394 | Lap Time 0:37.980 | CumulativeField 192s | Avg Lap 2:33.853
2025-11-13T20:54:23.029 Device 26 | Lap 395 | Lap Time 0:32.700 | CumulativeField 140s | Avg Lap 1:18.691
2025-11-13T20:54:24.889 Device 38 | Lap 396 | Lap Time 0:33.240 | CumulativeField 70s | Avg Lap 1:01.379
2025-11-13T20:54:28.789 Device 45 | Lap 397 | Lap Time 0:41.880 | CumulativeField 203s | Avg Lap 1:07.384
2025-11-13T20:54:38.959 Device 36 | Lap 398 | Lap Time 0:43.770 | CumulativeField 196s | Avg Lap 0:58.902
2025-11-13T20:54:40.760 Device 22 | Lap 399 | Lap Time 0:37.711 | CumulativeField 118s | Avg Lap 2:30.106
2025-11-13T20:54:55.039 Device 26 | Lap 400 | Lap Time 0:32.010 | CumulativeField 11s | Avg Lap 1:17.826
2025-11-13T20:54:59.329 Device 38 | Lap 401 | Lap Time 0:34.440 | CumulativeField 183s | Avg Lap 1:00.631
2025-11-13T20:55:03.679 Device 45 | Lap 402 | Lap Time 0:34.890 | CumulativeField 105s | Avg Lap 1:06.030
2025-11-13T20:55:18.560 Device 22 | Lap 403 | Lap Time 0:37.799 | CumulativeField 56s | Avg Lap 2:26.596
2025-11-13T20:55:22.700 Device 36 | Lap 404 | Lap Time 0:43.740 | CumulativeField 210s | Avg Lap 0:58.541
2025-11-13T20:55:27.710 Device 26 | Lap 405 | Lap Time 0:32.670 | CumulativeField 200s | Avg Lap 1:17.005
2025-11-13T20:55:32.660 Device 38 | Lap 406 | Lap Time 0:33.330 | CumulativeField 183s | Avg Lap 0:59.893
2025-11-13T20:55:46.340 Device 79 | Lap 407 | Lap Time 2:32.671 | CumulativeField 13s | Avg Lap 1:48.503
2025-11-13T20:55:47.810 Device 45 | Lap 408 | Lap Time 0:44.130 | CumulativeField 160s | Avg Lap 1:05.154
2025-11-13T20:56:06.231 Device 36 | Lap 409 | Lap Time 0:43.530 | CumulativeField 209s | Avg Lap 0:58.192
2025-11-13T20:56:07.400 Device 38 | Lap 410 | Lap Time 0:34.740 | CumulativeField 72s | Avg Lap 0:59.231
2025-11-13T20:56:12.320 Device 18 | Lap 411 | Lap Time 2:59.491 | CumulativeField 52s | Avg Lap 0:59.414
2025-11-13T20:56:20.211 Device 79 | Lap 412 | Lap Time 0:33.870 | CumulativeField 69s | Avg Lap 1:46.539
2025-11-13T20:56:29.931 Device 45 | Lap 413 | Lap Time 0:42.120 | CumulativeField 13s | Avg Lap 1:04.268
2025-11-13T20:56:42.561 Device 38 | Lap 414 | Lap Time 0:35.160 | CumulativeField 0s | Avg Lap 0:58.614
2025-11-13T20:56:54.261 Device 79 | Lap 415 | Lap Time 0:34.050 | CumulativeField 142s | Avg Lap 1:44.680
2025-11-13T20:56:57.141 Device 36 | Lap 416 | Lap Time 0:50.910 | CumulativeField 173s | Avg Lap 0:58.026
2025-11-13T20:57:05.812 Device 18 | Lap 417 | Lap Time 0:53.490 | CumulativeField 19s | Avg Lap 0:59.145
2025-11-13T20:57:07.701 Device 45 | Lap 418 | Lap Time 0:37.770 | CumulativeField 199s | Avg Lap 1:03.286
2025-11-13T20:57:29.182 Device 79 | Lap 419 | Lap Time 0:34.920 | CumulativeField 49s | Avg Lap 1:42.936
2025-11-13T20:57:45.172 Device 36 | Lap 420 | Lap Time 0:48.030 | CumulativeField 109s | Avg Lap 0:57.804
2025-11-13T20:57:51.832 Device 45 | Lap 421 | Lap Time 0:44.130 | CumulativeField 6s | Avg Lap 1:02.602
2025-11-13T20:57:57.832 Device 18 | Lap 422 | Lap Time 0:52.020 | CumulativeField 96s | Avg Lap 0:58.835
2025-11-13T20:58:02.632 Device 79 | Lap 423 | Lap Time 0:33.450 | CumulativeField 63s | Avg Lap 1:41.241
2025-11-13T20:58:07.973 Device 22 | Lap 424 | Lap Time 2:49.411 | CumulativeField 85s | Avg Lap 2:27.288
2025-11-13T20:58:25.973 Device 45 | Lap 425 | Lap Time 0:34.140 | CumulativeField 91s | Avg Lap 1:01.621
2025-11-13T20:58:37.373 Device 79 | Lap 426 | Lap Time 0:34.740 | CumulativeField 205s | Avg Lap 1:39.658
2025-11-13T20:58:45.714 Device 22 | Lap 427 | Lap Time 0:37.741 | CumulativeField 13s | Avg Lap 2:24.066
2025-11-13T20:58:48.443 Device 18 | Lap 428 | Lap Time 0:50.610 | CumulativeField 31s | Avg Lap 0:58.492
2025-11-13T20:58:59.663 Device 45 | Lap 429 | Lap Time 0:33.690 | CumulativeField 129s | Avg Lap 1:00.690
2025-11-13T20:59:22.704 Device 22 | Lap 430 | Lap Time 0:36.989 | CumulativeField 127s | Avg Lap 2:21.006
2025-11-13T20:59:36.954 Device 18 | Lap 431 | Lap Time 0:48.510 | CumulativeField 12s | Avg Lap 0:58.093
2025-11-13T20:59:48.024 Device 45 | Lap 432 | Lap Time 0:48.360 | CumulativeField 93s | Avg Lap 1:00.292
2025-11-13T20:59:59.604 Device 22 | Lap 433 | Lap Time 0:36.900 | CumulativeField 228s | Avg Lap 2:18.115
2025-11-13T21:00:46.255 Device 79 | Lap 434 | Lap Time 2:08.881 | CumulativeField 24s | Avg Lap 1:40.337
2025-11-13T21:01:12.206 Device 84 | Lap 435 | Lap Time — | CumulativeField 57s | Avg Lap —
2025-11-13T21:01:16.376 Device 79 | Lap 436 | Lap Time 0:30.119 | CumulativeField 218s | Avg Lap 1:38.742
2025-11-13T21:01:44.786 Device 84 | Lap 437 | Lap Time 0:32.580 | CumulativeField 240s | Avg Lap 0:32.580
2025-11-13T21:02:17.276 Device 84 | Lap 438 | Lap Time 0:32.490 | CumulativeField 159s | Avg Lap 0:32.535
2025-11-13T21:02:49.416 Device 84 | Lap 439 | Lap Time 0:32.160 | CumulativeField 43s | Avg Lap 0:32.410
2025-11-13T21:03:21.093 Device 84 | Lap 440 | Lap Time 0:31.680 | CumulativeField 135s | Avg Lap 0:32.227
